cust_id,HHIncBand,AgeBrkt,Gdr,HomeOwn,FavSport
111811,MedHigh,55-64,M,rent,MMA
115592,75-150k,25-34,F,Owns,Hockey
101575,35-75k,65+,M,,Hockey
105567,150k+,18-24,M,,MMA
110401,Under35,25-34,F,owner,esports
115112,150k+,25-34,F,owner,motorsport
103630,150k+,25_34,M,own,Baseball
111605,Low,18-24,F,owner,esports
119128,75-150k,35-44,M,,Hockey
111284,35_75,70,M,tenant,tennis
119268,0-35k,18-24,F,Owns,MMA
113530,150k+,35-44,M,,Hockey
108421,Low,25_34,F,,Football
108733,75to150,25-34,M,own,tennis
115299,MedHigh,18 to 24,F,Owns,Basketball
119138,HighIncome,25-34,M,rent,golf
108895,35_75,45-54,M,Owns,MMA
111492,Under35,35-44,F,owner,Football
116611,Under35,25-34,M,own,
108187,Under35,55-64,M,tenant,Football
109360,MedHigh,25-34,F,Owns,Basketball
114252,35_75,25-34,M,,motorsport
101806,HighIncome,35-44,M,Owns,Football
106034,75-150k,18 to 24,F,tenant,MMA
118708,150k+,65+,F,own,golf
107798,HighIncome,55-64,M,owner,Soccer
107854,35-75k,25-34,M,rent,tennis
110283,75to150,55-64,F,Owns,golf
117921,Under35,25-34,F,tenant,esports
113207,75to150,35-44,F,,MMA
109685,75-150k,25_34,F,owner,motorsport
116631,150kplus,18 to 24,F,Owns,tennis
105332,150k+,45-54,F,owner,
109700,75to150,35-44,M,Owns,esports
107621,MedHigh,18-24,F,Owns,Soccer
118409,75to150,70,M,own,Basketball
116457,0-35k,45-54,F,,
116183,150k+,18 to 24,F,owner,Basketball
109075,75-150k,55-64,M,,Baseball
101354,Under35,25_34,F,,MMA
105887,35_75,25_34,M,Owns,motorsport
115144,75-150k,18 to 24,M,,Soccer
111211,MedHigh,18-24,F,,tennis
104368,75to150,25-34,F,rent,tennis
113531,Under35,45-54,F,,Football
114671,35-75k,18 to 24,F,,
117233,35-75k,70,M,own,tennis
119363,150k+,18 to 24,F,Owns,motorsport
105017,0-35k,18-24,F,Owns,Football
103385,Low,25-34,M,,Baseball
103835,75-150k,18 to 24,F,owner,golf
902524,Under35,70,F,rent,motorsport
983315,75-150k,55-64,M,rent,Soccer
119534,Under35,55-64,M,rent,esports
113076,150kplus,25-34,M,own,tennis
105306,Under35,18-24,F,,Football
115252,0-35k,25_34,M,tenant,Baseball
106421,Under35,25-34,M,tenant,Hockey
115321,150k+,35-44,M,,Basketball
109018,MedHigh,65+,F,Owns,tennis
104365,Under35,55-64,F,Owns,MMA
113675,MedHigh,18 to 24,M,own,motorsport
101950,150k+,45-54,M,,Football
116930,35_75,65+,M,,MMA
116568,35_75,25_34,F,,Hockey
100978,150k+,65+,F,Owns,Baseball
103364,150k+,18 to 24,F,rent,Hockey
108953,35_75,25-34,F,Owns,esports
114890,Low,70,F,own,Football
110070,75to150,35-44,M,rent,MMA
100270,150kplus,65+,M,rent,motorsport
114717,150kplus,18 to 24,M,tenant,MMA
103665,Low,25-34,F,own,Basketball
106198,150k+,18 to 24,F,,esports
119073,75-150k,35-44,F,tenant,Baseball
100267,MedHigh,25_34,M,own,Soccer
100612,HighIncome,18 to 24,F,own,motorsport
111293,150k+,55-64,O,Owns,MMA
105782,Under35,65+,F,own,Soccer
105159,HighIncome,55-64,M,owner,tennis
114659,MedHigh,55-64,M,tenant,
112476,HighIncome,45-54,F,,MMA
100732,150k+,25-34,F,own,Soccer
115126,Under35,55-64,M,rent,Baseball
118291,Low,45-54,M,rent,Football
116781,HighIncome,45-54,M,owner,motorsport
103447,35_75,18 to 24,F,own,MMA
108821,75to150,55-64,F,tenant,tennis
102370,150k+,25_34,M,owner,Football
113581,150k+,25-34,F,rent,tennis
111498,150kplus,18-24,F,,Hockey
117161,150k+,65+,M,tenant,tennis
115732,HighIncome,18-24,F,tenant,tennis
106359,MedHigh,70,F,own,Football
115339,0-35k,65+,M,tenant,esports
115303,Low,55-64,M,tenant,Hockey
106467,35_75,25-34,M,,motorsport
115711,150k+,65+,F,,motorsport
111447,MedHigh,18-24,F,Owns,tennis
116239,150kplus,65+,M,own,Soccer
109843,Low,25-34,M,rent,MMA
108050,HighIncome,55-64,M,,MMA
100336,35-75k,65+,M,tenant,Basketball
102537,35_75,25_34,F,tenant,MMA
115630,0-35k,25_34,F,rent,Soccer
103952,75to150,45-54,M,,Football
101645,0-35k,18-24,M,rent,esports
102446,HighIncome,65+,F,Owns,motorsport
107455,35-75k,18 to 24,,owner,Basketball
111661,35_75,55-64,F,owner,MMA
114345,35_75,65+,M,own,MMA
108966,MedHigh,45-54,F,,Hockey
112831,Low,55-64,F,Owns,esports
101468,75to150,65+,M,own,
114394,75-150k,55-64,M,tenant,MMA
113315,75-150k,35-44,M,,MMA
118438,75to150,65+,F,,motorsport
101375,75to150,35-44,F,tenant,Baseball
101283,MedHigh,18-24,M,rent,golf
112651,35-75k,70,M,Owns,tennis
113863,Under35,65+,M,,golf
114237,Under35,45-54,M,rent,Basketball
111142,0-35k,25-34,M,,Basketball
117652,35-75k,55-64,M,own,motorsport
107181,Low,70,M,,golf
112939,75-150k,25-34,M,Owns,
104567,75-150k,45-54,M,own,Baseball
113095,MedHigh,18-24,O,Owns,Basketball
103432,75-150k,45-54,M,Owns,Basketball
109499,75-150k,70,F,rent,Football
118167,35-75k,55-64,F,Owns,motorsport
107518,35_75,65+,F,Owns,tennis
118855,Low,65+,F,,MMA
107568,MedHigh,65+,M,own,Baseball
104186,HighIncome,55-64,F,rent,
117986,HighIncome,45-54,F,tenant,Hockey
112267,HighIncome,45-54,M,rent,
119524,35_75,18-24,M,rent,golf
112285,MedHigh,45-54,F,,Baseball
102676,MedHigh,70,M,owner,Soccer
110271,75-150k,45-54,M,Owns,Football
101472,35-75k,55-64,M,Owns,Basketball
100179,0-35k,65+,M,,
106561,150k+,45-54,F,,tennis
111408,35-75k,18 to 24,M,rent,Hockey
112883,HighIncome,25-34,F,,
118844,MedHigh,25-34,O,,
115485,75to150,25-34,F,Owns,motorsport
108585,HighIncome,70,M,,MMA
116236,35-75k,55-64,F,tenant,MMA
105364,35-75k,55-64,M,Owns,esports
110516,0-35k,65+,M,Owns,Basketball
118505,75-150k,25_34,F,own,MMA
959135,0-35k,55-64,F,,Hockey
922348,35-75k,45-54,M,Owns,Baseball
114955,75to150,18 to 24,M,own,golf
108544,35_75,18 to 24,M,owner,
114384,150kplus,18-24,M,Owns,MMA
109671,35-75k,25-34,F,own,
109640,MedHigh,45-54,M,Owns,MMA
101674,35_75,65+,M,own,Baseball
101347,MedHigh,35-44,F,owner,Soccer
119824,Under35,25_34,F,Owns,
113367,75-150k,25-34,F,owner,Soccer
117810,150kplus,55-64,F,own,golf
111770,75to150,35-44,F,Owns,Basketball
101704,MedHigh,18 to 24,F,tenant,esports
105185,Low,18-24,F,owner,Football
105377,75to150,25-34,F,Owns,Hockey
106794,MedHigh,25-34,F,owner,MMA
113383,75-150k,18 to 24,M,tenant,golf
111050,Low,65+,M,,golf
111991,Low,35-44,F,own,golf
108276,35_75,18-24,M,,MMA
111114,Under35,25_34,M,Owns,Soccer
107915,0-35k,35-44,F,,MMA
101536,35-75k,55-64,M,owner,Basketball
115936,MedHigh,70,,Owns,MMA
105829,0-35k,45-54,F,owner,motorsport
110612,75to150,35-44,M,tenant,Football
104728,Under35,45-54,M,rent,esports
108607,75to150,65+,F,tenant,golf
119855,35_75,35-44,F,rent,golf
102399,HighIncome,45-54,F,Owns,tennis
117562,150kplus,35-44,M,own,golf
113758,HighIncome,65+,M,,tennis
109592,Low,25_34,M,owner,esports
112708,75to150,18 to 24,F,owner,golf
112175,150k+,70,F,owner,tennis
102947,HighIncome,25_34,M,,
102084,HighIncome,65+,F,own,golf
119767,150k+,70,F,,
102066,0-35k,35-44,F,,esports
111417,75-150k,45-54,M,,Baseball
114849,75to150,65+,F,owner,tennis
101713,150k+,70,F,own,
104869,150k+,35-44,F,,Football
113720,150k+,18 to 24,M,,tennis
116301,Low,70,M,,Baseball
112826,150k+,70,M,tenant,Football
106019,MedHigh,18 to 24,F,,Soccer
102862,75to150,65+,M,owner,golf
109332,75to150,65+,F,Owns,Hockey
110806,Low,18 to 24,F,tenant,Soccer
108283,0-35k,55-64,F,own,Baseball
106950,150k+,35-44,M,own,motorsport
102470,Under35,55-64,F,,Soccer
112795,150k+,65+,O,Owns,Baseball
116722,35-75k,18 to 24,M,,
102747,150k+,25_34,F,,Football
115698,150kplus,70,F,rent,Football
115171,Low,45-54,M,Owns,esports
106999,0-35k,35-44,M,owner,Soccer
117423,150k+,70,F,own,esports
101556,HighIncome,45-54,M,,Soccer
113043,75to150,25-34,M,own,motorsport
105515,150k+,70,F,Owns,Football
113569,Under35,25-34,,Owns,esports
109716,150k+,18-24,M,owner,tennis
104551,35_75,65+,F,,motorsport
107118,150k+,55-64,F,own,golf
119235,0-35k,45-54,M,own,tennis
103266,MedHigh,65+,F,tenant,golf
108888,150k+,18 to 24,M,,MMA
116640,75to150,25-34,M,own,Hockey
108061,35-75k,35-44,F,tenant,tennis
119353,150k+,70,F,owner,MMA
116203,35-75k,25-34,F,Owns,Hockey
110397,75-150k,65+,F,,Soccer
109704,0-35k,45-54,F,,MMA
113151,150k+,55-64,M,tenant,Basketball
116959,150kplus,25_34,F,,Hockey
101488,HighIncome,55-64,M,,MMA
113026,MedHigh,55-64,M,owner,Hockey
116250,0-35k,18 to 24,F,owner,golf
106506,Low,25-34,F,,motorsport
113028,Under35,70,F,tenant,Football
100542,150k+,18-24,F,rent,MMA
113599,MedHigh,25-34,F,,Basketball
108062,75-150k,18-24,F,rent,golf
119640,150k+,25_34,M,,Hockey
119603,75to150,45-54,M,,
117883,75to150,25-34,F,tenant,tennis
105816,HighIncome,55-64,M,owner,
105241,HighIncome,35-44,F,,golf
111226,35_75,45-54,F,,Football
117332,MedHigh,35-44,M,,
100540,35_75,70,M,tenant,tennis
112001,35_75,55-64,M,tenant,golf
106908,150k+,18 to 24,M,,Soccer
102365,Under35,18 to 24,M,,Football
115499,75-150k,18 to 24,M,owner,tennis
100508,HighIncome,35-44,,own,Baseball
118789,75-150k,70,F,,
104798,35-75k,65+,F,,MMA
105442,75-150k,18 to 24,F,owner,Hockey
118732,35_75,25_34,M,own,Basketball
111659,0-35k,18 to 24,O,own,
109188,150kplus,25-34,M,tenant,Hockey
107853,75-150k,18 to 24,M,owner,Football
110078,75to150,45-54,O,tenant,motorsport
113765,150kplus,35-44,F,rent,Basketball
119141,HighIncome,35-44,F,,golf
119194,150kplus,45-54,M,,Soccer
108020,MedHigh,35-44,M,Owns,Soccer
118266,MedHigh,25-34,M,own,Basketball
101088,75-150k,18 to 24,M,,MMA
106414,Under35,25_34,M,tenant,Hockey
100370,35_75,18-24,F,,golf
100531,Low,45-54,M,own,MMA
102865,Under35,65+,F,,MMA
117367,150kplus,25_34,M,tenant,Hockey
972882,150k+,65+,F,,tennis
119215,HighIncome,35-44,F,tenant,esports
118263,150kplus,55-64,M,tenant,MMA
102318,Low,25-34,F,own,Hockey
101209,150k+,35-44,M,,motorsport
110872,35_75,70,F,,Soccer
100180,75-150k,70,M,,Basketball
119937,0-35k,25_34,F,,Soccer
104150,MedHigh,35-44,F,,tennis
115631,Low,18-24,F,,esports
117942,75-150k,18 to 24,F,own,golf
112523,150k+,45-54,M,,Soccer
103569,75-150k,70,M,,Basketball
106106,75-150k,70,M,,golf
117292,35_75,65+,,Owns,golf
110328,MedHigh,65+,O,,Basketball
106795,35_75,45-54,F,Owns,esports
112786,150kplus,65+,M,tenant,tennis
116670,35-75k,18-24,M,Owns,esports
101360,MedHigh,25_34,F,,MMA
119342,75-150k,25-34,F,owner,MMA
114419,35-75k,55-64,M,tenant,Baseball
104994,35-75k,25_34,M,owner,Soccer
106851,35-75k,55-64,F,Owns,motorsport
116945,Under35,35-44,M,,Hockey
111943,75to150,35-44,M,owner,
114274,Under35,25_34,F,,golf
100376,75to150,18 to 24,M,Owns,Soccer
109222,150kplus,70,F,,motorsport
113363,35-75k,25_34,M,owner,Baseball
109814,75to150,45-54,M,own,golf
105013,35_75,25-34,F,,Baseball
115974,0-35k,55-64,F,own,tennis
106603,75to150,35-44,F,,golf
111516,HighIncome,25-34,F,rent,Hockey
115758,35-75k,18-24,M,Owns,Basketball
111200,35-75k,45-54,F,own,Football
118305,150k+,70,M,own,tennis
107153,Low,65+,F,owner,motorsport
101251,35-75k,35-44,F,rent,esports
108637,MedHigh,18-24,M,own,Football
103861,0-35k,35-44,F,tenant,tennis
109666,150k+,65+,M,rent,MMA
110051,150kplus,55-64,M,Owns,Hockey
102634,Under35,25-34,M,Owns,motorsport
111366,35-75k,70,F,Owns,tennis
113321,Low,55-64,F,Owns,motorsport
108315,Under35,65+,F,,Soccer
109046,150k+,65+,F,tenant,Football
109319,150kplus,55-64,M,,Baseball
119575,Under35,35-44,F,,esports
107339,MedHigh,45-54,F,rent,golf
118724,35_75,18-24,M,tenant,golf
114646,MedHigh,70,F,Owns,Baseball
103820,Low,45-54,F,owner,Football
107914,35-75k,25_34,F,rent,esports
115581,150kplus,55-64,M,owner,Soccer
105439,150kplus,35-44,M,rent,Hockey
109000,75-150k,25_34,M,Owns,Hockey
111308,35-75k,45-54,M,rent,golf
116306,MedHigh,18 to 24,F,tenant,
118800,Low,18-24,M,,Basketball
109677,150k+,55-64,F,,golf
117492,35-75k,18 to 24,F,owner,Baseball
107585,150k+,70,F,tenant,Basketball
106227,HighIncome,65+,F,owner,Hockey
101350,35-75k,25-34,F,tenant,tennis
118755,MedHigh,25-34,F,Owns,Football
976041,150kplus,70,F,tenant,Baseball
109176,75to150,25_34,M,tenant,Football
116734,Low,25-34,F,tenant,Basketball
107906,75-150k,25_34,M,,golf
116786,75-150k,55-64,F,,Basketball
100840,75-150k,25_34,F,,motorsport
103026,MedHigh,18-24,F,,
101266,HighIncome,35-44,M,,MMA
109153,HighIncome,18 to 24,M,owner,Baseball
119969,35_75,70,M,owner,tennis
105828,35-75k,65+,M,tenant,Basketball
101503,150kplus,55-64,M,Owns,golf
104645,0-35k,25-34,M,owner,Hockey
911999,75-150k,35-44,F,own,tennis
113613,0-35k,45-54,M,own,golf
103411,150k+,70,M,,Baseball
113477,Low,18-24,M,own,
102219,150kplus,25_34,F,Owns,Basketball
114967,HighIncome,55-64,F,own,Football
118617,0-35k,65+,F,owner,Basketball
105754,Low,70,M,,esports
113793,Low,25_34,F,own,MMA
107404,0-35k,55-64,F,rent,Baseball
100921,150k+,70,F,tenant,Hockey
111526,75to150,18-24,O,owner,Basketball
119001,HighIncome,65+,M,rent,
105311,150k+,35-44,O,,Baseball
103287,75-150k,35-44,F,own,Basketball
103567,75-150k,18-24,M,own,Football
107865,75to150,45-54,F,Owns,
107134,150k+,35-44,F,tenant,Hockey
113439,150kplus,45-54,M,,Basketball
104353,75to150,35-44,F,tenant,
105310,150k+,18 to 24,M,rent,Hockey
118569,Under35,18 to 24,M,owner,motorsport
119178,150k+,55-64,M,,esports
115575,MedHigh,25-34,F,tenant,Soccer
118550,HighIncome,25-34,F,,Baseball
110512,0-35k,65+,F,owner,Football
105757,0-35k,70,F,tenant,
116283,MedHigh,70,M,tenant,
117047,75-150k,25_34,M,,Soccer
116853,MedHigh,18 to 24,F,tenant,motorsport
118248,Low,25-34,F,rent,motorsport
118808,Low,18 to 24,F,owner,
107469,HighIncome,18-24,F,,Football
111009,150k+,35-44,F,,Baseball
117100,150k+,45-54,M,owner,Hockey
117735,75to150,65+,F,,esports
102103,150k+,25-34,F,rent,motorsport
114450,Under35,45-54,M,tenant,Hockey
103579,0-35k,65+,F,Owns,Soccer
119460,35-75k,70,F,,golf
117849,150k+,25-34,F,,tennis
109122,150kplus,18-24,M,,Baseball
106440,Under35,55-64,M,Owns,Soccer
113234,75to150,25-34,F,tenant,tennis
119357,Under35,70,M,,Football
114160,150kplus,25-34,F,own,Hockey
104254,Low,25-34,F,tenant,
109155,35_75,55-64,M,Owns,Hockey
103777,150k+,35-44,F,tenant,esports
100456,35-75k,18-24,F,own,golf
116391,HighIncome,55-64,F,own,tennis
112810,75to150,25-34,F,tenant,Hockey
106427,150k+,25_34,M,rent,Football
103540,Under35,25-34,F,tenant,motorsport
109017,0-35k,55-64,M,owner,tennis
115699,150k+,65+,M,tenant,golf
111610,150kplus,25_34,M,tenant,esports
111453,75-150k,25-34,M,,MMA
111978,150kplus,25-34,M,,tennis
111321,0-35k,18 to 24,M,Owns,Hockey
119797,MedHigh,18 to 24,F,owner,Baseball
102926,0-35k,65+,M,Owns,esports
110705,35-75k,65+,M,,MMA
101979,150kplus,25_34,,,Football
112147,150k+,55-64,M,own,Baseball
116938,150k+,55-64,F,rent,Soccer
106596,35_75,18-24,M,,MMA
101234,150kplus,55-64,F,Owns,Hockey
103205,35-75k,25-34,O,own,Soccer
116164,35_75,55-64,F,tenant,tennis
116717,35_75,18-24,F,Owns,golf
114305,150k+,55-64,M,owner,Basketball
108287,Under35,18 to 24,M,rent,Soccer
101635,150k+,55-64,F,own,Hockey
102617,150kplus,18 to 24,M,,Baseball
107762,75to150,65+,M,owner,Football
108755,150k+,25-34,M,,motorsport
106508,Under35,70,M,tenant,Basketball
118908,150k+,45-54,M,,tennis
107019,MedHigh,45-54,F,own,Hockey
108741,75-150k,65+,F,Owns,golf
107485,Low,65+,M,owner,golf
116518,0-35k,70,M,tenant,Hockey
114291,0-35k,18-24,F,own,Baseball
101706,Low,70,F,Owns,Soccer
109214,Low,25_34,F,,motorsport
105672,0-35k,45-54,M,tenant,Basketball
100768,75-150k,18-24,M,,Baseball
105601,35_75,25-34,M,tenant,
109985,150kplus,35-44,F,Owns,Hockey
114874,35_75,25_34,M,Owns,Hockey
102383,HighIncome,55-64,M,rent,Soccer
116182,35-75k,18-24,M,tenant,MMA
113741,Under35,25-34,F,rent,Baseball
115832,MedHigh,25-34,M,,esports
111174,150k+,18-24,F,,Baseball
102400,Under35,25_34,M,owner,tennis
110874,MedHigh,65+,,,Soccer
926197,MedHigh,70,M,,MMA
117173,Under35,65+,M,Owns,tennis
118738,MedHigh,25_34,F,rent,tennis
107050,150k+,25-34,F,own,golf
109546,150kplus,25-34,F,,Soccer
118238,75-150k,55-64,M,,Hockey
101606,0-35k,65+,F,,Basketball
118886,Under35,55-64,F,owner,Hockey
114088,75to150,65+,F,rent,Hockey
107450,150k+,45-54,M,,motorsport
115459,0-35k,25_34,M,tenant,Football
111549,35-75k,18 to 24,F,owner,motorsport
106793,Low,55-64,F,,Football
111777,Under35,35-44,F,tenant,Hockey
106770,Under35,70,F,,tennis
115181,35_75,25_34,F,,Soccer
101505,0-35k,25_34,M,owner,Hockey
105983,MedHigh,25-34,,owner,Soccer
107576,150k+,70,F,,motorsport
115394,150k+,25_34,F,,Soccer
112988,MedHigh,25_34,F,,Soccer
104508,MedHigh,25-34,F,Owns,motorsport
104127,Under35,25-34,F,,Hockey
111739,150k+,25-34,M,rent,Football
105631,150k+,35-44,O,Owns,
107602,Low,55-64,F,Owns,Soccer
112048,HighIncome,25-34,F,,motorsport
104207,75-150k,18-24,F,owner,Football
105083,MedHigh,45-54,M,own,tennis
106878,150k+,25_34,M,,golf
118515,75to150,35-44,F,rent,Baseball
116937,Low,25_34,M,,Hockey
104230,Low,45-54,M,rent,Football
111489,Low,35-44,M,Owns,MMA
104543,0-35k,35-44,M,tenant,Hockey
111577,0-35k,55-64,M,Owns,MMA
107427,MedHigh,25_34,F,own,tennis
117238,150k+,35-44,F,Owns,Baseball
118572,35-75k,65+,M,tenant,Baseball
119957,MedHigh,55-64,F,Owns,golf
102307,Under35,25-34,F,rent,Soccer
109826,Low,65+,F,Owns,Baseball
106078,HighIncome,25-34,F,rent,Baseball
110433,Low,45-54,M,tenant,motorsport
105929,150k+,18-24,F,,motorsport
115381,HighIncome,35-44,M,owner,motorsport
110105,150kplus,18-24,M,owner,Soccer
108395,35_75,70,F,,Basketball
105084,35-75k,55-64,,Owns,Baseball
958242,MedHigh,25-34,M,,Baseball
102036,35_75,55-64,M,rent,motorsport
100541,150kplus,25-34,F,,Baseball
106400,35-75k,25_34,F,tenant,motorsport
102829,Under35,18 to 24,M,Owns,Basketball
101585,150kplus,25_34,F,,Hockey
119801,35_75,45-54,F,rent,Soccer
102832,MedHigh,35-44,F,tenant,golf
109026,35_75,70,F,owner,tennis
111088,35_75,65+,F,own,Basketball
108515,Low,18-24,M,,Hockey
101018,150k+,18 to 24,F,,esports
114902,150k+,70,M,own,Basketball
115272,75-150k,25-34,F,owner,Soccer
117434,Under35,25_34,F,,Baseball
119132,HighIncome,25-34,M,,golf
101856,35-75k,35-44,F,rent,Football
102456,MedHigh,70,F,,Hockey
106968,Under35,25-34,F,,
115262,75to150,18-24,M,tenant,Soccer
116636,MedHigh,25_34,F,tenant,Basketball
109515,150k+,18-24,M,,Football
106589,35_75,25_34,F,Owns,Baseball
101524,Under35,25_34,F,rent,tennis
104453,150k+,55-64,M,rent,motorsport
118311,Low,35-44,M,own,Basketball
100720,150k+,18 to 24,M,rent,Football
118864,35_75,25_34,M,,tennis
103174,MedHigh,55-64,M,,Football
109974,75-150k,65+,M,own,Baseball
103112,HighIncome,45-54,F,,esports
101580,HighIncome,55-64,M,,MMA
115638,75-150k,55-64,F,,MMA
103170,75to150,70,M,,golf
101268,HighIncome,65+,F,owner,esports
104504,75-150k,55-64,F,owner,golf
102586,150k+,70,O,owner,MMA
105621,150kplus,55-64,F,rent,
108379,0-35k,35-44,F,rent,motorsport
110619,MedHigh,35-44,F,rent,motorsport
102287,35_75,35-44,F,tenant,tennis
106995,HighIncome,18-24,F,Owns,motorsport
117432,35_75,35-44,F,rent,MMA
108960,0-35k,25-34,M,Owns,esports
118345,150k+,55-64,F,owner,Basketball
106017,150k+,25-34,F,,Soccer
104947,MedHigh,65+,M,rent,Baseball
102900,75to150,45-54,F,owner,motorsport
111822,35-75k,25-34,F,,Baseball
106364,35-75k,18 to 24,M,own,esports
102140,Low,65+,M,owner,MMA
107871,150k+,45-54,M,owner,motorsport
100710,150k+,65+,M,,Soccer
112631,0-35k,18 to 24,F,owner,motorsport
116302,35_75,35-44,M,tenant,Soccer
102471,150kplus,55-64,F,owner,golf
115331,MedHigh,18-24,F,rent,Hockey
107078,HighIncome,35-44,M,Owns,motorsport
118020,150kplus,55-64,F,,Hockey
100324,75to150,55-64,M,,motorsport
116205,150k+,25-34,F,own,esports
100391,0-35k,35-44,F,rent,Hockey
108840,75-150k,65+,F,own,Hockey
110968,150kplus,25_34,M,tenant,Soccer
117529,75to150,55-64,F,tenant,esports
100313,Low,65+,F,,Baseball
101864,150k+,18 to 24,F,Owns,Baseball
112352,Under35,55-64,M,,esports
100781,150kplus,25_34,F,tenant,tennis
117075,150k+,65+,F,tenant,esports
108226,75to150,18-24,M,Owns,esports
106519,75to150,18-24,M,tenant,Basketball
109414,Low,45-54,F,own,golf
106898,Under35,70,M,tenant,Basketball
119975,35-75k,65+,F,Owns,Hockey
108921,HighIncome,25-34,F,tenant,MMA
116315,150kplus,25_34,F,,Baseball
108596,HighIncome,55-64,M,,
104149,75to150,70,O,tenant,Soccer
102589,150kplus,70,M,tenant,golf
100098,75to150,18 to 24,F,owner,Soccer
101830,150k+,70,M,rent,MMA
115005,150k+,65+,F,own,MMA
110778,150k+,35-44,F,owner,Football
114408,35_75,45-54,M,,tennis
105355,150k+,18-24,F,,Soccer
105195,Low,35-44,M,own,MMA
102120,Low,35-44,M,tenant,Baseball
118677,150kplus,45-54,F,Owns,MMA
117346,150k+,35-44,M,,golf
117366,Under35,55-64,M,Owns,Basketball
115868,35-75k,45-54,F,own,esports
102233,Under35,18-24,F,tenant,
105616,Low,18 to 24,O,,Basketball
116729,150k+,35-44,F,,Soccer
113880,0-35k,35-44,M,rent,Baseball
114828,Low,25_34,,,Soccer
103044,Low,18-24,F,owner,Football
119845,150k+,65+,F,,esports
103493,0-35k,18-24,,,Hockey
107317,75to150,45-54,M,rent,Football
100883,150k+,55-64,F,rent,Basketball
110633,Low,35-44,F,,tennis
100194,0-35k,45-54,M,,Football
904993,75-150k,65+,M,tenant,
107521,75to150,65+,M,own,Basketball
113981,35_75,18-24,F,,tennis
111658,35-75k,25_34,F,rent,esports
100307,Under35,25_34,F,owner,golf
105047,0-35k,70,M,rent,Soccer
108430,Under35,18-24,M,,tennis
102004,150k+,25_34,F,rent,Basketball
116744,Low,70,F,rent,Basketball
106137,0-35k,25_34,F,own,Soccer
103436,Low,18-24,M,,Basketball
108236,75-150k,45-54,F,owner,
111059,150k+,35-44,F,,Football
107361,75to150,25_34,M,,golf
111711,150k+,25_34,M,own,Football
109635,75-150k,45-54,F,tenant,
105277,Under35,70,M,tenant,Soccer
113456,Under35,45-54,M,tenant,motorsport
116216,35_75,65+,F,,
100055,35_75,70,M,own,esports
106127,Low,45-54,F,owner,Hockey
107608,35_75,18-24,M,rent,motorsport
113380,HighIncome,25_34,,tenant,Soccer
102810,75to150,45-54,M,,Basketball
997554,Under35,65+,M,tenant,MMA
113479,HighIncome,70,M,tenant,esports
101938,Under35,70,F,owner,Soccer
107090,35_75,55-64,M,own,tennis
103972,HighIncome,70,M,rent,MMA
118236,75-150k,35-44,M,,tennis
103365,35_75,55-64,M,Owns,Hockey
112912,0-35k,25-34,M,own,MMA
119142,35-75k,55-64,F,Owns,Basketball
103120,Low,35-44,F,,tennis
119261,35-75k,70,F,owner,Baseball
107941,Low,45-54,F,tenant,Soccer
118398,150kplus,35-44,M,rent,
117193,150kplus,25_34,F,rent,MMA
106269,Low,35-44,M,tenant,
103769,150k+,25_34,F,,Basketball
100355,MedHigh,25_34,M,tenant,motorsport
115759,150kplus,25_34,F,own,
108318,150kplus,70,F,tenant,esports
113822,Under35,45-54,F,Owns,esports
102612,150k+,55-64,F,,Football
104927,35-75k,65+,F,Owns,
100467,35-75k,18-24,M,Owns,golf
111791,150kplus,65+,F,Owns,
104462,150kplus,70,F,rent,motorsport
117958,0-35k,35-44,F,owner,
115548,Under35,45-54,M,own,motorsport
119931,150kplus,70,F,tenant,esports
113132,150kplus,70,F,,esports
109953,75-150k,18 to 24,F,own,esports
101456,150k+,25_34,F,own,Hockey
112201,MedHigh,55-64,F,rent,motorsport
110175,150kplus,18 to 24,F,Owns,tennis
911391,75-150k,45-54,F,own,esports
117347,150k+,55-64,F,rent,Hockey
116284,75to150,70,F,owner,Baseball
116571,MedHigh,18 to 24,F,Owns,Baseball
115720,150k+,65+,M,own,Baseball
108509,Low,18-24,M,own,Soccer
118500,150k+,18-24,M,Owns,golf
105972,HighIncome,55-64,F,,golf
113926,150k+,55-64,F,tenant,Soccer
107511,150k+,65+,F,,tennis
119220,35_75,25-34,M,,golf
104545,0-35k,25-34,M,owner,motorsport
103701,35-75k,55-64,M,tenant,golf
115650,35-75k,18 to 24,F,,golf
116553,75to150,65+,F,own,motorsport
107787,150kplus,25-34,M,,motorsport
106239,75-150k,18-24,M,owner,Football
114137,75to150,55-64,F,tenant,MMA
112251,75-150k,25-34,O,tenant,Football
110907,150k+,70,F,tenant,Football
107352,Low,55-64,F,rent,Basketball
115338,150k+,18-24,,tenant,Baseball
116539,Low,45-54,M,Owns,Football
108341,MedHigh,18 to 24,M,,
104424,75-150k,65+,F,,Hockey
106632,150kplus,35-44,M,owner,
117598,35_75,70,F,Owns,esports
101739,35_75,35-44,F,owner,tennis
103956,HighIncome,45-54,F,own,motorsport
106420,0-35k,18 to 24,M,tenant,MMA
105463,75to150,18 to 24,F,Owns,
103747,75to150,25-34,F,own,esports
117003,HighIncome,65+,F,tenant,
118741,75to150,18-24,M,,
119425,75to150,18-24,F,Owns,Hockey
117374,HighIncome,18 to 24,M,rent,Soccer
115709,Low,18 to 24,M,Owns,
106882,75-150k,25_34,F,rent,MMA
