ScanId,Evt,Bc,ScanTs,Gate,Valid
9006841,EVT00068,B603626-2-455,12/5/2024 13:42,VIP,1
9006842,EVT00025,B603627-1-266,12/3/2024 21:57,G1,1
9006843,EVT00064,B603627-2-285,10/21/2024 16:44,G1,1
9006844,EVT00024,B603627-3-932,11/10/2024 0:30,G1,1
9006845,EVT00040,B603627-4-123,3/17/2025 17:14,G2,1
9006846,EVT00036,B603628-1-860,11/6/2024 10:34,South,1
9006847,EVT00064,B603628-2-716,2/24/2025 12:41,South,1
9006848,EVT00069,B603628-3-980,1/29/2025 13:02,Club,1
9006849,EVT00004,B603628-4-612,11/14/2024 3:31,North,1
9006850,EVT00005,B603629-1-301,2/14/2025 0:36,G1,1
9006851,EVT00011,B603629-2-676,4/27/2025 18:14,VIP,1
9006852,EVT00049,B603630-1-328,10/30/2024 2:23,Club,1
9006853,EVT00034,B603630-2-703,12/24/2024 0:27,G3,1
9006854,EVT00079,B603631-1-185,2/4/2025 18:07,Club,1
9006855,EVT00006,B603632-1-905,4/8/2025 5:22,North,0
9006856,EVT00021,B603632-2-266,3/8/2025 13:22,North,1
9006857,EVT00021,B603632-3-349,11/20/2024 1:40,G2,1
9006858,EVT00045,B603633-1-597,12/15/2024 8:53,G3,1
9006859,EVT00020,B603633-3-559,3/20/2025 22:14,North,1
9006860,EVT00035,B603634-1-912,2/6/2025 9:43,VIP,1
9006861,EVT00047,B603635-1-163,4/5/2025 15:11,VIP,1
9006862,EVT00037,B603635-2-194,1/13/2025 22:26,Club,1
9006863,EVT00057,B603637-1-259,12/25/2024 4:47,VIP,0
9006864,EVT00003,B603638-1-679,12/28/2024 12:23,G3,1
9006865,EVT00008,B603638-2-196,1/30/2025 23:29,South,1
9006866,EVT00046,B603639-1-622,4/18/2025 2:42,G3,1
9006867,EVT00079,B603639-2-381,2/6/2025 9:16,Club,1
9006868,EVT00039,B603639-3-639,12/10/2024 2:06,VIP,1
9006869,EVT00050,B603639-4-834,4/4/2025 12:36,VIP,1
9006870,EVT00080,B603640-1-563,12/5/2024 22:29,G1,1
9006871,EVT00024,B603640-2-414,2/8/2025 3:36,North,1
9006872,EVT00033,B603640-3-281,4/14/2025 14:02,G3,1
9006873,EVT00011,B603640-4-248,1/26/2025 16:25,G3,1
9006874,EVT00048,B603641-1-613,2/1/2025 4:48,G2,0
9006875,EVT00047,B603641-2-703,11/26/2024 13:59,G3,1
9006876,EVT00056,B603641-3-175,2/8/2025 9:07,G3,1
9006877,EVT00034,B603642-1-715,11/20/2024 18:22,G1,1
9006878,EVT00076,B603643-1-741,4/30/2025 6:53,North,1
9006879,EVT00042,B603643-2-961,12/3/2024 15:40,G1,1
9006880,EVT00032,B603644-1-153,10/14/2024 10:58,G1,1
9006881,EVT00035,B603644-2-574,1/1/2025 18:43,North,1
9006882,EVT00019,B603645-1-556,4/2/2025 21:09,G1,1
9006883,EVT00008,B603645-2-876,11/11/2024 13:03,North,1
9006884,EVT00018,B603646-1-841,11/26/2024 17:01,North,1
9006885,EVT00060,B603648-1-592,12/17/2024 10:00,Club,1
9006886,EVT00050,B603648-3-712,4/18/2025 1:05,G1,1
9006887,EVT00034,B603649-1-718,3/3/2025 17:37,South,1
9006888,EVT00035,B603650-1-678,4/30/2025 20:41,G2,1
9006889,EVT00068,B603651-1-320,4/12/2025 13:31,North,1
9006890,EVT00016,B603651-2-851,4/2/2025 7:56,G1,1
9006891,EVT00013,B603651-3-348,12/13/2024 13:29,VIP,1
9006892,EVT00062,B603652-1-892,3/3/2025 8:54,G3,1
9006893,EVT00025,B603652-2-290,1/22/2025 17:04,G1,1
9006894,EVT00020,B603652-3-324,1/20/2025 2:12,North,1
9006895,EVT00075,B603652-4-555,2/23/2025 8:17,North,1
9006896,EVT00065,B603653-1-117,12/8/2024 13:33,VIP,1
9006897,EVT00019,B603653-2-241,1/28/2025 22:58,G2,1
9006898,EVT00040,B603654-1-439,2/2/2025 9:58,G1,1
9006899,EVT00057,B603654-2-109,2/26/2025 18:16,VIP,1
9006900,EVT00055,B603654-3-109,4/8/2025 20:01,North,1
9006901,EVT00004,B603655-1-796,4/23/2025 17:14,G2,1
9006902,EVT00034,B603655-2-288,4/27/2025 17:21,G3,1
9006903,EVT00048,B603655-4-165,12/23/2024 13:06,South,1
9006904,EVT00055,B603656-1-615,2/18/2025 5:16,G1,1
9006905,EVT00017,B603656-2-655,3/29/2025 5:58,South,1
9006906,EVT00043,B603656-3-903,3/25/2025 22:19,North,1
9006907,EVT00043,B603657-1-412,11/3/2024 7:41,Club,1
9006908,EVT00016,B603657-2-524,11/23/2024 6:47,G2,1
9006909,EVT00015,B603657-3-134,12/9/2024 12:05,G1,1
9006910,EVT00030,B603657-4-646,4/8/2025 7:08,Club,1
9006911,EVT00063,B603657-5-297,2/22/2025 22:37,G2,1
9006912,EVT00034,B603658-1-818,2/8/2025 2:19,South,1
9006913,EVT00019,B603658-2-428,4/23/2025 15:25,North,1
9006914,EVT00050,B603658-3-345,11/6/2024 3:16,Club,1
9006915,EVT00076,B603659-1-755,12/31/2024 10:41,G1,1
9006916,EVT00007,B603659-2-864,12/30/2024 15:30,G1,1
9006917,EVT00032,B603659-3-758,10/3/2024 1:30,North,1
9006918,EVT00007,B603660-1-321,12/4/2024 23:16,G2,1
9006919,EVT00049,B603661-1-454,3/26/2025 11:43,Club,1
9006920,EVT00066,B603662-2-158,12/10/2024 21:57,Club,1
9006921,EVT00048,B603663-1-684,12/9/2024 6:07,South,1
9006922,EVT00027,B603664-1-329,10/17/2024 15:02,Club,1
9006923,EVT00050,B603664-2-421,3/17/2025 11:04,G1,1
9006924,EVT00050,B603665-1-400,3/6/2025 17:33,North,1
9006925,EVT00014,B603665-2-339,4/27/2025 23:21,North,1
9006926,EVT00032,B603665-3-845,11/15/2024 15:39,South,1
9006927,EVT00003,B603666-1-610,10/7/2024 22:20,G1,1
9006928,EVT00018,B603667-1-203,4/8/2025 1:20,G2,1
9006929,EVT00058,B603667-2-283,10/30/2024 14:49,Club,1
9006930,EVT00001,B603668-1-511,10/12/2024 2:51,South,1
9006931,EVT00039,B603668-2-145,11/23/2024 13:43,G3,1
9006932,EVT00034,B603668-3-955,1/23/2025 7:39,G2,1
9006933,EVT00054,B603669-1-485,12/30/2024 4:46,Club,1
9006934,EVT00020,B603669-3-311,4/12/2025 11:44,South,1
9006935,EVT00003,B603670-1-991,1/16/2025 2:19,G2,1
9006936,EVT00079,B603670-2-614,10/27/2024 23:08,VIP,1
9006937,EVT00004,B603671-1-100,3/13/2025 5:48,South,1
9006938,EVT00050,B603672-2-967,12/31/2024 4:18,VIP,1
9006939,EVT00006,B603672-3-758,10/25/2024 19:38,VIP,1
9006940,EVT00023,B603673-1-509,2/10/2025 23:11,South,1
9006941,EVT00071,B603673-2-403,11/13/2024 12:38,North,1
9006942,EVT00010,B603673-3-212,12/31/2024 19:55,VIP,1
9006943,EVT00058,B603674-1-974,3/24/2025 12:54,Club,1
9006944,EVT00063,B603675-1-112,12/8/2024 12:26,G3,1
9006945,EVT00046,B603676-1-477,10/27/2024 5:54,VIP,1
9006946,EVT00008,B603677-1-828,11/7/2024 5:32,G2,1
9006947,EVT00051,B603678-1-304,10/8/2024 1:24,G2,1
9006948,EVT00075,B603679-1-759,3/20/2025 3:15,North,1
9006949,EVT00071,B603679-2-814,1/24/2025 6:37,G3,1
9006950,EVT00074,B603680-1-843,11/22/2024 20:10,Club,1
9006951,EVT00067,B603680-2-380,4/15/2025 0:51,Club,1
9006952,EVT00058,B603680-3-496,4/13/2025 5:43,Club,1
9006953,EVT00062,B603681-1-885,12/7/2024 7:53,G3,1
9006954,EVT00005,B603681-2-678,2/19/2025 22:15,G3,1
9006955,EVT00031,B603682-1-422,4/2/2025 16:09,G2,0
9006956,EVT00044,B603683-1-938,2/2/2025 18:47,VIP,1
9006957,EVT00064,B603684-2-953,12/25/2024 5:00,G2,0
9006958,EVT00025,B603685-1-378,11/24/2024 5:52,North,1
9006959,EVT00014,B603685-2-131,4/18/2025 6:38,G1,1
9006960,EVT00041,B603686-1-966,11/22/2024 11:28,Club,1
9006961,EVT00067,B603687-1-252,1/8/2025 3:41,Club,1
9006962,EVT00068,B603687-2-788,1/31/2025 6:10,VIP,1
9006963,EVT00020,B603688-1-670,4/13/2025 20:20,G2,1
9006964,EVT00049,B603688-2-895,10/16/2024 2:42,G3,1
9006965,EVT00018,B603689-1-212,10/4/2024 16:23,VIP,0
9006966,EVT00025,B603690-1-265,12/14/2024 19:59,G1,1
9006967,EVT00007,B603690-2-524,4/26/2025 11:17,VIP,1
9006968,EVT00038,B603690-3-745,10/28/2024 1:21,G3,1
9006969,EVT00006,B603691-1-905,1/4/2025 2:50,VIP,1
9006970,EVT00073,B603691-2-399,4/14/2025 17:35,South,1
9006971,EVT00023,B603692-1-878,2/28/2025 12:23,Club,1
9006972,EVT00016,B603692-3-673,11/5/2024 20:31,North,1
9006973,EVT00045,B603694-1-401,4/19/2025 11:16,Club,1
9006974,EVT00055,B603694-2-277,2/15/2025 22:28,G3,1
9006975,EVT00009,B603695-1-556,4/15/2025 2:06,G2,1
9006976,EVT00035,B603695-2-628,2/6/2025 15:49,North,1
9006977,EVT00056,B603695-3-670,11/22/2024 2:18,G3,1
9006978,EVT00073,B603696-1-108,12/23/2024 12:57,G1,1
9006979,EVT00009,B603696-2-476,4/12/2025 22:21,VIP,1
9006980,EVT00065,B603697-1-255,4/7/2025 14:58,G2,1
9006981,EVT00020,B603697-2-122,4/29/2025 9:50,G3,1
9006982,EVT00028,B603698-1-853,1/12/2025 2:13,G1,1
9006983,EVT00066,B603699-1-295,11/6/2024 10:47,South,1
9006984,EVT00075,B603700-1-356,10/12/2024 23:15,G3,1
9006985,EVT00036,B603700-2-561,10/20/2024 18:41,Club,1
9006986,EVT00079,B603701-1-226,11/11/2024 15:18,G3,1
9006987,EVT00027,B603701-2-986,10/17/2024 23:53,VIP,1
9006988,EVT00061,B603701-3-199,10/29/2024 13:27,Club,1
9006989,EVT00001,B603702-1-634,4/30/2025 6:16,Club,1
9006990,EVT00008,B603702-2-734,12/30/2024 6:27,Club,1
9006991,EVT00069,B603702-3-621,3/29/2025 18:55,G1,1
9006992,EVT00037,B603702-4-557,10/9/2024 21:33,G3,1
9006993,EVT00004,B603703-1-938,1/17/2025 4:39,North,1
9006994,EVT00002,B603704-1-675,11/18/2024 6:54,South,1
9006995,EVT00064,B603705-1-427,11/19/2024 6:54,VIP,1
9006996,EVT00008,B603705-2-568,11/22/2024 5:17,South,1
9006997,EVT00077,B603706-1-175,11/12/2024 20:15,South,1
9006998,EVT00020,B603707-1-717,12/5/2024 1:04,VIP,1
9006999,EVT00025,B603707-2-840,10/14/2024 18:13,G1,1
9007000,EVT00068,B603708-1-585,10/1/2024 16:43,Club,1
9007001,EVT00070,B603708-2-454,1/25/2025 22:17,North,1
9007002,EVT00024,B603709-1-650,12/26/2024 12:52,Club,1
9007003,EVT00003,B603710-1-132,10/31/2024 1:46,South,1
9007004,EVT00012,B603711-2-424,3/2/2025 9:16,G3,1
9007005,EVT00010,B603711-3-416,4/17/2025 3:35,Club,1
9007006,EVT00002,B603712-1-969,1/17/2025 22:52,Club,1
9007007,EVT00004,B603712-2-112,12/26/2024 7:24,VIP,1
9007008,EVT00063,B603714-1-629,3/5/2025 23:08,G1,1
9007009,EVT00035,B603715-1-183,12/3/2024 14:31,G2,1
9007010,EVT00007,B603715-2-404,2/20/2025 20:12,G3,1
9007011,EVT00041,B603716-1-278,4/21/2025 16:49,South,1
9007012,EVT00035,B603716-2-529,10/6/2024 16:08,South,1
9007013,EVT00048,B603717-1-254,1/4/2025 18:51,G3,1
9007014,EVT00075,B603717-2-675,3/27/2025 12:15,North,1
9007015,EVT00001,B603718-1-544,2/20/2025 12:23,VIP,1
9007016,EVT00034,B603718-2-661,3/29/2025 19:30,G3,1
9007017,EVT00076,B603718-3-741,12/2/2024 2:39,G3,1
9007018,EVT00049,B603719-1-181,10/9/2024 12:30,G3,1
9007019,EVT00006,B603719-2-149,3/12/2025 9:11,G2,1
9007020,EVT00073,B603719-3-937,4/27/2025 4:54,VIP,1
9007021,EVT00057,B603719-4-884,3/25/2025 7:56,G3,1
9007022,EVT00039,B603720-1-667,12/8/2024 5:59,VIP,1
9007023,EVT00006,B603720-2-495,3/5/2025 23:44,G3,1
9007024,EVT00054,B603721-1-549,1/25/2025 4:41,North,1
9007025,EVT00069,B603721-2-482,3/5/2025 17:00,VIP,1
9007026,EVT00049,B603722-1-430,3/2/2025 10:39,G1,1
9007027,EVT00079,B603724-1-660,11/10/2024 0:25,G2,1
9007028,EVT00028,B603724-2-162,10/2/2024 7:26,G2,1
9007029,EVT00074,B603725-1-986,3/31/2025 3:49,G3,1
9007030,EVT00044,B603725-2-375,1/31/2025 10:07,North,1
9007031,EVT00020,B603726-1-787,1/27/2025 19:23,South,1
9007032,EVT00008,B603727-1-411,3/15/2025 5:26,VIP,1
9007033,EVT00042,B603727-2-451,3/12/2025 5:29,G2,1
9007034,EVT00010,B603728-1-692,12/15/2024 22:27,G1,1
9007035,EVT00052,B603729-1-810,1/2/2025 7:02,G3,1
9007036,EVT00037,B603729-2-231,3/15/2025 22:11,G3,1
9007037,EVT00012,B603730-1-388,12/22/2024 4:00,North,1
9007038,EVT00050,B603730-3-773,4/29/2025 1:43,North,1
9007039,EVT00017,B603731-1-108,10/6/2024 12:13,G3,1
9007040,EVT00002,B603731-2-883,10/19/2024 6:04,G2,1
9007041,EVT00043,B603731-3-709,1/4/2025 21:36,G3,1
9007042,EVT00006,B603732-1-654,3/12/2025 11:41,North,1
9007043,EVT00009,B603733-1-445,4/16/2025 15:46,G2,1
9007044,EVT00037,B603734-1-444,10/27/2024 5:30,VIP,1
9007045,EVT00009,B603734-2-610,3/9/2025 1:19,North,1
9007046,EVT00050,B603734-3-982,11/24/2024 14:01,G3,1
9007047,EVT00037,B603735-1-434,10/21/2024 3:59,G3,1
9007048,EVT00066,B603735-2-121,3/25/2025 3:03,G3,1
9007049,EVT00072,B603736-1-868,4/13/2025 22:35,North,1
9007050,EVT00014,B603736-2-662,3/14/2025 21:36,South,1
9007051,EVT00054,B603736-3-801,11/27/2024 11:52,G3,1
9007052,EVT00067,B603736-4-498,1/25/2025 22:55,G2,1
9007053,EVT00038,B603736-5-717,1/18/2025 15:06,North,1
9007054,EVT00029,B603737-1-789,10/13/2024 23:17,VIP,1
9007055,EVT00038,B603737-2-915,4/25/2025 21:55,North,1
9007056,EVT00042,B603737-3-846,1/8/2025 10:30,VIP,1
9007057,EVT00058,B603737-4-600,11/16/2024 20:36,Club,1
9007058,EVT00019,B603738-1-665,12/18/2024 13:49,VIP,1
9007059,EVT00016,B603740-1-853,3/27/2025 2:17,South,1
9007060,EVT00071,B603741-1-238,2/9/2025 17:14,G1,1
9007061,EVT00010,B603741-2-337,10/24/2024 0:50,G2,1
9007062,EVT00021,B603741-3-261,12/2/2024 5:58,G1,1
9007063,EVT00074,B603742-1-182,10/8/2024 17:26,North,1
9007064,EVT00058,B603743-1-729,12/22/2024 9:40,VIP,1
9007065,EVT00059,B603743-2-582,11/4/2024 22:53,South,1
9007066,EVT00077,B603744-1-622,4/22/2025 10:30,G3,1
9007067,EVT00064,B603745-1-471,2/18/2025 23:20,North,1
9007068,EVT00017,B603745-3-870,4/25/2025 16:43,South,1
9007069,EVT00036,B603746-1-633,4/10/2025 16:57,North,1
9007070,EVT00063,B603747-1-302,2/9/2025 7:10,G2,1
9007071,EVT00033,B603748-1-650,2/7/2025 14:11,Club,1
9007072,EVT00066,B603749-1-687,3/31/2025 1:03,G3,1
9007073,EVT00016,B603750-1-893,10/12/2024 8:46,G2,1
9007074,EVT00070,B603751-1-443,3/27/2025 23:45,G3,1
9007075,EVT00006,B603752-1-904,1/20/2025 9:39,Club,1
9007076,EVT00017,B603752-2-581,4/2/2025 20:45,South,1
9007077,EVT00032,B603753-1-525,4/30/2025 14:52,North,1
9007078,EVT00039,B603753-2-258,12/6/2024 18:04,Club,1
9007079,EVT00061,B603753-3-788,3/16/2025 20:38,G3,1
9007080,EVT00067,B603754-1-607,10/8/2024 1:23,G2,1
9007081,EVT00021,B603754-2-608,2/20/2025 6:12,G3,1
9007082,EVT00065,B603755-1-121,2/8/2025 1:55,G1,1
9007083,EVT00037,B603755-2-772,12/7/2024 20:18,North,1
9007084,EVT00064,B603756-1-130,3/15/2025 18:47,G3,1
9007085,EVT00076,B603757-1-446,11/12/2024 23:14,G1,1
9007086,EVT00053,B603757-2-172,4/28/2025 6:19,South,1
9007087,EVT00054,B603758-1-498,2/3/2025 16:38,VIP,1
9007088,EVT00018,B603759-1-404,12/19/2024 12:23,Club,1
9007089,EVT00026,B603760-1-691,10/26/2024 5:12,Club,1
9007090,EVT00061,B603762-2-546,10/21/2024 21:00,G3,1
9007091,EVT00056,B603762-3-271,1/30/2025 13:06,G3,1
9007092,EVT00038,B603762-4-969,11/18/2024 10:47,G3,1
9007093,EVT00046,B603763-1-701,12/22/2024 7:01,G2,1
9007094,EVT00047,B603763-2-340,10/7/2024 23:20,North,1
9007095,EVT00080,B603764-1-141,2/24/2025 16:36,North,1
9007096,EVT00020,B603764-2-105,4/30/2025 4:59,Club,1
9007097,EVT00004,B603764-3-543,3/11/2025 1:54,North,0
9007098,EVT00015,B603765-1-342,3/15/2025 5:45,G1,1
9007099,EVT00012,B603766-1-769,2/13/2025 14:22,G3,1
9007100,EVT00059,B603766-2-153,3/15/2025 11:37,South,1
9007101,EVT00031,B603766-3-757,2/18/2025 21:19,Club,1
9007102,EVT00030,B603767-1-920,3/6/2025 14:50,Club,1
9007103,EVT00038,B603767-2-671,10/5/2024 7:33,G2,1
9007104,EVT00046,B603768-1-298,1/6/2025 19:24,G2,1
9007105,EVT00009,B603769-1-520,4/14/2025 15:08,G1,1
9007106,EVT00060,B603770-1-753,1/22/2025 9:33,G3,1
9007107,EVT00037,B603770-2-228,11/19/2024 5:46,South,1
9007108,EVT00020,B603771-1-651,10/15/2024 21:43,North,1
9007109,EVT00073,B603772-1-137,1/14/2025 7:47,VIP,1
9007110,EVT00075,B603773-1-403,10/4/2024 2:53,North,1
9007111,EVT00080,B603773-2-819,3/24/2025 18:59,VIP,1
9007112,EVT00035,B603773-3-104,10/9/2024 7:01,VIP,1
9007113,EVT00073,B603773-4-921,3/20/2025 14:08,South,0
9007114,EVT00035,B603774-1-492,12/18/2024 4:34,G2,1
9007115,EVT00020,B603774-3-449,10/14/2024 7:56,North,1
9007116,EVT00016,B603775-1-776,12/5/2024 2:33,VIP,1
9007117,EVT00015,B603776-1-505,4/10/2025 12:18,G2,1
9007118,EVT00038,B603776-2-176,4/24/2025 7:50,Club,1
9007119,EVT00060,B603777-1-325,3/24/2025 7:44,South,1
9007120,EVT00020,B603778-1-861,10/21/2024 20:15,G2,1
9007121,EVT00020,B603780-1-288,11/4/2024 3:39,G1,1
9007122,EVT00025,B603781-1-666,3/28/2025 21:06,North,1
9007123,EVT00015,B603781-2-171,11/21/2024 9:16,G3,1
9007124,EVT00064,B603782-1-712,2/25/2025 12:17,North,1
9007125,EVT00073,B603782-2-819,11/6/2024 13:31,G1,1
9007126,EVT00042,B603783-1-506,4/10/2025 16:26,North,1
9007127,EVT00063,B603783-2-919,10/21/2024 7:22,Club,1
9007128,EVT00061,B603784-1-750,12/10/2024 17:58,G3,1
9007129,EVT00076,B603785-1-756,12/22/2024 23:26,South,1
9007130,EVT00018,B603785-2-843,11/7/2024 16:05,South,1
9007131,EVT00039,B603786-1-965,3/18/2025 18:14,South,1
9007132,EVT00080,B603787-1-456,3/29/2025 8:59,G2,1
9007133,EVT00063,B603788-1-278,1/14/2025 9:14,G1,1
9007134,EVT00017,B603788-2-274,12/10/2024 13:56,G1,1
9007135,EVT00020,B603789-1-740,12/13/2024 6:58,G3,1
9007136,EVT00040,B603789-2-307,12/5/2024 18:36,G2,1
9007137,EVT00015,B603789-3-280,2/25/2025 22:09,G3,1
9007138,EVT00012,B603789-4-434,12/14/2024 8:30,VIP,1
9007139,EVT00078,B603790-1-650,1/6/2025 7:24,G3,1
9007140,EVT00076,B603790-2-173,11/22/2024 5:12,South,1
9007141,EVT00038,B603791-1-960,1/3/2025 1:28,Club,1
9007142,EVT00068,B603792-2-157,11/27/2024 3:44,VIP,1
9007143,EVT00069,B603793-1-203,3/13/2025 0:47,G3,1
9007144,EVT00035,B603794-1-502,12/10/2024 19:56,Club,1
9007145,EVT00032,B603794-2-631,2/27/2025 15:54,G3,1
9007146,EVT00033,B603794-3-631,4/30/2025 17:50,G2,1
9007147,EVT00069,B603795-2-306,3/2/2025 6:26,Club,1
9007148,EVT00068,B603796-1-275,10/9/2024 15:42,VIP,1
9007149,EVT00013,B603796-2-199,11/25/2024 16:24,G3,1
9007150,EVT00016,B603798-1-278,3/15/2025 2:29,G1,1
9007151,EVT00017,B603798-2-410,11/30/2024 3:53,North,1
9007152,EVT00071,B603799-1-786,12/11/2024 16:10,G3,1
9007153,EVT00062,B603799-2-131,2/7/2025 13:39,G2,1
9007154,EVT00080,B603800-1-655,3/31/2025 8:43,VIP,1
9007155,EVT00039,B603801-1-898,12/5/2024 4:21,VIP,1
9007156,EVT00005,B603801-2-748,1/5/2025 20:36,Club,1
9007157,EVT00004,B603802-1-564,10/18/2024 0:35,G3,1
9007158,EVT00052,B603802-2-341,10/5/2024 17:15,G1,1
9007159,EVT00036,B603803-1-961,11/7/2024 6:56,Club,1
9007160,EVT00051,B603804-1-761,11/23/2024 13:49,South,1
9007161,EVT00032,B603804-2-447,10/21/2024 12:50,South,1
9007162,EVT00050,B603804-3-484,1/4/2025 2:00,VIP,1
9007163,EVT00060,B603805-1-727,1/15/2025 11:47,South,1
9007164,EVT00067,B603806-1-473,2/9/2025 4:34,Club,1
9007165,EVT00019,B603807-1-860,11/10/2024 7:26,G1,1
9007166,EVT00061,B603807-3-679,12/26/2024 23:03,VIP,1
9007167,EVT00038,B603808-1-192,2/5/2025 20:05,VIP,1
9007168,EVT00011,B603808-2-802,12/15/2024 23:23,North,1
9007169,EVT00044,B603808-3-647,3/4/2025 19:33,G1,1
9007170,EVT00077,B603809-1-144,1/30/2025 15:45,G1,0
9007171,EVT00076,B603809-2-649,3/1/2025 7:55,South,1
9007172,EVT00063,B603810-1-502,4/26/2025 17:19,G1,1
9007173,EVT00041,B603811-1-194,11/26/2024 5:05,G1,1
9007174,EVT00072,B603811-2-655,4/10/2025 23:52,G2,1
9007175,EVT00017,B603811-3-811,11/9/2024 7:25,G2,1
9007176,EVT00071,B603812-1-589,1/16/2025 8:19,North,1
9007177,EVT00011,B603812-2-521,3/13/2025 1:54,G2,1
9007178,EVT00018,B603813-1-915,10/3/2024 11:46,VIP,1
9007179,EVT00002,B603814-1-630,4/2/2025 7:02,VIP,1
9007180,EVT00004,B603814-2-332,1/4/2025 0:24,North,1
9007181,EVT00028,B603815-1-753,4/2/2025 21:58,G2,1
9007182,EVT00002,B603815-2-795,11/28/2024 4:11,G2,1
9007183,EVT00061,B603815-3-775,2/14/2025 2:32,Club,1
9007184,EVT00003,B603816-1-209,10/18/2024 21:08,G3,1
9007185,EVT00072,B603817-1-753,4/12/2025 9:51,Club,1
9007186,EVT00049,B603817-2-912,4/15/2025 16:43,G3,1
9007187,EVT00046,B603817-4-608,4/30/2025 17:35,G2,1
9007188,EVT00069,B603818-1-432,11/20/2024 14:40,North,1
9007189,EVT00064,B603819-1-328,1/5/2025 4:06,G1,1
9007190,EVT00062,B603819-2-292,3/17/2025 16:04,North,1
9007191,EVT00056,B603819-3-401,12/12/2024 13:11,VIP,1
9007192,EVT00001,B603820-1-663,4/11/2025 22:03,G1,1
9007193,EVT00061,B603820-2-189,10/12/2024 2:15,Club,1
9007194,EVT00012,B603820-3-308,10/24/2024 20:26,G2,1
9007195,EVT00017,B603821-2-157,4/9/2025 7:02,G1,1
9007196,EVT00067,B603822-1-942,12/6/2024 0:01,G2,1
9007197,EVT00052,B603822-2-467,1/6/2025 13:04,VIP,1
9007198,EVT00015,B603823-1-847,3/11/2025 13:13,G3,1
9007199,EVT00023,B603823-2-148,12/12/2024 13:36,G3,1
9007200,EVT00056,B603824-1-124,12/26/2024 23:01,G2,1
9007201,EVT00058,B603826-1-297,2/14/2025 14:07,North,1
9007202,EVT00059,B603826-2-777,11/28/2024 16:10,G2,1
9007203,EVT00045,B603826-3-735,1/24/2025 11:57,VIP,1
9007204,EVT00015,B603827-1-876,11/13/2024 20:13,South,1
9007205,EVT00068,B603828-1-998,4/16/2025 14:18,North,1
9007206,EVT00035,B603828-2-399,11/14/2024 16:02,Club,1
9007207,EVT00006,B603829-1-317,3/12/2025 20:58,G3,1
9007208,EVT00040,B603829-2-213,11/3/2024 2:33,South,1
9007209,EVT00072,B603829-3-375,12/7/2024 17:15,G3,1
9007210,EVT00029,B603830-1-308,2/26/2025 6:49,G2,1
9007211,EVT00030,B603830-2-312,1/6/2025 23:33,North,1
9007212,EVT00030,B603830-3-947,10/19/2024 14:31,G2,1
9007213,EVT00024,B603830-4-678,1/14/2025 9:04,South,1
9007214,EVT00051,B603831-1-744,11/9/2024 5:28,VIP,1
9007215,EVT00032,B603831-2-475,12/19/2024 23:36,G3,1
9007216,EVT00052,B603831-3-319,10/12/2024 1:16,G2,1
9007217,EVT00079,B603832-1-704,2/3/2025 12:50,Club,1
9007218,EVT00003,B603832-2-918,1/10/2025 7:19,South,1
9007219,EVT00005,B603832-3-778,11/3/2024 9:49,VIP,1
9007220,EVT00002,B603833-1-485,10/14/2024 3:11,South,1
9007221,EVT00006,B603833-2-732,11/28/2024 20:00,North,1
9007222,EVT00010,B603834-1-283,2/27/2025 17:07,VIP,1
9007223,EVT00024,B603834-2-480,4/3/2025 6:36,G3,1
9007224,EVT00080,B603835-2-959,11/11/2024 4:35,Club,1
9007225,EVT00020,B603835-3-339,11/16/2024 12:22,Club,1
9007226,EVT00002,B603835-4-371,12/9/2024 9:23,G1,1
9007227,EVT00067,B603836-1-884,3/22/2025 15:28,G2,1
9007228,EVT00010,B603836-2-491,3/2/2025 17:08,G1,1
9007229,EVT00034,B603836-3-476,3/29/2025 13:56,VIP,1
9007230,EVT00020,B603837-1-700,1/17/2025 10:32,G2,1
9007231,EVT00032,B603837-2-968,10/18/2024 14:29,South,1
9007232,EVT00046,B603838-1-438,3/11/2025 14:29,South,1
9007233,EVT00033,B603838-2-896,4/19/2025 18:22,G2,1
9007234,EVT00019,B603839-1-821,2/15/2025 11:15,Club,1
9007235,EVT00013,B603839-2-280,11/24/2024 6:28,G1,1
9007236,EVT00014,B603840-1-392,4/27/2025 11:49,South,1
9007237,EVT00048,B603840-2-215,11/24/2024 21:26,VIP,1
9007238,EVT00014,B603841-1-846,10/5/2024 12:34,G1,1
9007239,EVT00067,B603841-2-717,1/1/2025 23:48,South,1
9007240,EVT00034,B603842-1-809,3/29/2025 4:14,South,1
9007241,EVT00043,B603842-2-824,4/2/2025 5:54,G3,1
9007242,EVT00077,B603842-3-896,2/7/2025 6:22,G1,1
9007243,EVT00055,B603843-1-179,1/22/2025 7:27,Club,1
9007244,EVT00004,B603843-2-119,2/8/2025 2:05,VIP,1
9007245,EVT00030,B603843-3-501,2/27/2025 17:28,G2,1
9007246,EVT00071,B603844-1-689,3/28/2025 15:27,G3,1
9007247,EVT00038,B603845-1-995,11/25/2024 21:14,G1,1
9007248,EVT00052,B603845-2-476,10/27/2024 7:52,Club,1
9007249,EVT00012,B603846-1-722,12/20/2024 1:53,Club,1
9007250,EVT00049,B603846-2-479,12/2/2024 1:02,G1,1
9007251,EVT00018,B603846-3-439,1/10/2025 3:25,VIP,1
9007252,EVT00031,B603847-1-732,2/3/2025 23:26,Club,1
