ItemId,OrdId,EvtId,TktType,Sect,Rw,Seat,Price,Barcode
7010077,604881,EVT00046,single,105,E,26,48.53,B604881-1-319
7010078,604881,EVT00041,single,105,B,23,55.06,B604881-2-163
7010079,604881,EVT00038,single,101,A,2,110.55,B604881-3-469
7010080,604882,EVT00004,single,105,E,17,87.05,B604882-1-595
7010081,604883,EVT00046,single,103,A,27,74.66,B604883-1-782
7010082,604883,EVT00063,single,101,C,27,61.02,B604883-2-482
7010083,604884,EVT00025,youth,106,D,17,26.23,B604884-1-841
7010084,604884,EVT00031,youth,103,,2,44.91,B604884-2-610
7010085,604885,EVT00035,single,103,,28,76.9,B604885-1-842
7010086,604885,EVT00041,single,101,A,13,80.84,B604885-2-721
7010087,604886,EVT00035,single,105,C,23,6.55,B604886-1-356
7010088,604886,EVT00070,vip,101,,3,8.81,B604886-2-623
7010089,604886,EVT00073,single,106,E,8,12.17,B604886-3-961
7010090,604886,EVT00065,single,103,A,27,5.7,B604886-4-587
7010091,604887,EVT00050,youth,GA,E,,22.43,B604887-1-953
7010092,604887,EVT00043,single,101,D,6,68.91,B604887-2-785
7010093,604887,EVT00076,single,105,B,27,86.93,B604887-3-911
7010094,604888,EVT00070,single,103,C,5,50.23,B604888-1-478
7010095,604888,EVT00021,single,104,C,19,115.58,B604888-2-272
7010096,604889,EVT00026,single,106,,18,118.66,B604889-1-755
7010097,604889,EVT00054,comp,106,,30,0,B604889-2-118
7010098,604890,EVT00026,single,102,D,25,113.17,B604890-1-100
7010099,604891,EVT00053,single,,B,15,118.47,B604891-1-783
7010100,604892,EVT00072,single,102,,10,93.4,B604892-1-851
7010101,604892,EVT00030,vip,101,B,20,110.67,B604892-2-140
7010102,604892,EVT00032,comp,106,,20,0,B604892-3-393
7010103,604893,EVT00029,single,106,C,19,99.67,B604893-1-722
7010104,604893,EVT00075,single,103,C,24,75.37,B604893-2-837
7010105,604894,EVT00022,single,103,C,23,189.74,B604894-1-938
7010106,604895,EVT00017,season,104,E,13,35.23,B604895-1-781
7010107,604895,EVT00071,season,102,C,19,48.6,B604895-2-726
7010108,604895,EVT00023,season,102,B,29,54.71,B604895-3-696
7010109,604895,EVT00038,season,104,E,6,39.55,B604895-4-725
7010110,604895,EVT00056,season,,B,27,18.31,B604895-5-707
7010111,604896,EVT00051,vip,104,D,12,66.53,B604896-1-311
7010112,604896,EVT00042,season,105,D,29,114.25,B604896-2-592
7010113,604897,EVT00007,vip,106,,15,249.81,B604897-1-117
7010114,604898,EVT00064,single,102,B,19,114.52,B604898-1-953
7010115,604899,EVT00018,single,103,A,26,34.02,B604899-1-796
7010116,604899,EVT00007,youth,GA,,,32.89,B604899-2-953
7010117,604900,EVT00011,single,106,A,18,149.89,B604900-1-727
7010118,604901,EVT00054,single,103,C,28,211.29,B604901-1-365
7010119,604902,EVT00050,single,105,E,2,43.13,B604902-1-242
7010120,604902,EVT00032,single,,A,7,33.49,B604902-2-929
7010121,604902,EVT00070,season,,E,18,10.8,B604902-3-102
7010122,604902,EVT00061,youth,106,B,19,29.3,B604902-4-266
7010123,604903,EVT00001,single,105,A,15,83.17,B604903-1-631
7010124,604904,EVT00078,single,GA,E,,76.01,B604904-1-224
7010125,604904,EVT00055,single,,C,5,18.4,B604904-2-174
7010126,604904,EVT00064,single,101,A,27,16.25,B604904-3-398
7010127,604905,EVT00023,single,GA,B,,157.4,B604905-1-467
7010128,604905,EVT00008,single,102,,28,78.34,B604905-2-541
7010129,604906,EVT00044,single,102,E,11,24.05,B604906-1-393
7010130,604906,EVT00015,season,105,A,21,39.32,B604906-2-699
7010131,604906,EVT00007,single,103,E,24,11.16,B604906-3-542
7010132,604906,EVT00043,single,GA,B,,28.93,B604906-4-949
7010133,604907,EVT00073,single,102,,19,138.29,B604907-1-314
7010134,604907,EVT00062,single,105,E,4,29.29,B604907-2-652
7010135,604908,EVT00006,single,106,A,14,139.26,B604908-1-615
7010136,604909,EVT00020,single,GA,D,,126.27,B604909-1-393
7010137,604909,EVT00056,single,101,B,18,71.85,B604909-2-261
7010138,604910,EVT00080,single,106,B,13,74.65,B604910-1-686
7010139,604910,EVT00053,single,104,B,14,88.35,B604910-2-638
7010140,604910,EVT00032,single,,,19,19.14,B604910-3-452
7010141,604910,EVT00004,single,102,C,30,14.74,B604910-4-923
7010142,604911,EVT00064,single,103,E,19,152.02,B604911-1-926
7010143,604912,EVT00043,single,105,A,15,50.24,B604912-1-737
7010144,604912,EVT00062,single,101,B,30,112.43,B604912-2-607
7010145,604913,EVT00044,single,103,A,22,56.63,B604913-1-761
7010146,604913,EVT00012,vip,105,E,15,129.01,B604913-2-996
7010147,604913,EVT00060,single,GA,E,,27.59,B604913-3-428
7010148,604914,EVT00034,single,106,D,3,40.88,B604914-1-373
7010149,604914,EVT00020,single,102,B,8,97.51,B604914-2-227
7010150,604915,EVT00026,single,101,E,25,186.49,B604915-1-797
7010151,604916,EVT00023,single,101,A,27,42.13,B604916-1-891
7010152,604916,EVT00062,season,,E,27,13.99,B604916-2-593
7010153,604916,EVT00002,single,,C,28,74.34,B604916-3-499
7010154,604917,EVT00070,single,101,,16,185.29,B604917-1-447
7010155,604917,EVT00012,single,101,E,1,35.8,B604917-2-956
7010156,604918,EVT00053,single,105,B,11,28.54,B604918-1-541
7010157,604918,EVT00054,single,101,A,27,90.01,B604918-2-690
7010158,604919,EVT00008,season,104,E,6,60.21,B604919-1-733
7010159,604919,EVT00079,season,101,B,9,27.61,B604919-2-389
7010160,604919,EVT00029,season,GA,,,76.47,B604919-3-853
7010161,604920,EVT00014,season,101,D,9,42.58,B604920-1-529
7010162,604920,EVT00047,season,105,B,27,27.52,B604920-2-954
7010163,604920,EVT00061,season,104,,9,50.79,B604920-3-599
7010164,604920,EVT00014,single,105,B,22,37.01,B604920-4-364
7010165,604921,EVT00002,youth,106,A,25,23.8,B604921-1-299
7010166,604921,EVT00045,single,GA,,,39.53,B604921-2-267
7010167,604921,EVT00069,single,101,B,15,26.56,B604921-3-123
7010168,604921,EVT00035,vip,102,A,8,31.96,B604921-4-127
7010169,604922,EVT00032,single,106,,18,90.92,B604922-1-148
7010170,604922,EVT00074,single,104,D,13,143.87,B604922-2-301
7010171,604923,EVT00031,single,104,B,8,61.86,B604923-1-652
7010172,604923,EVT00077,single,101,D,17,110.63,B604923-2-753
7010173,604924,EVT00065,single,GA,E,,57.44,B604924-1-159
7010174,604925,EVT00002,single,105,,22,17.28,B604925-1-893
7010175,604925,EVT00065,single,,A,19,6.31,B604925-2-860
7010176,604925,EVT00051,single,GA,A,,16.64,B604925-3-842
7010177,604926,EVT00076,single,103,D,15,85.07,B604926-1-989
7010178,604927,EVT00037,comp,GA,B,,185.33,B604927-1-103
7010179,604928,EVT00055,single,102,D,26,55.41,B604928-1-446
7010180,604928,EVT00068,single,GA,B,,83.59,B604928-2-580
7010181,604929,EVT00046,single,102,,22,42.21,B604929-1-547
7010182,604929,EVT00042,single,105,,15,21.3,B604929-2-460
7010183,604929,EVT00069,single,105,C,19,61.88,B604929-3-456
7010184,604930,EVT00051,single,104,B,14,35.85,B604930-1-957
7010185,604930,EVT00033,single,103,B,21,79.89,B604930-2-605
7010186,604931,EVT00075,single,GA,B,,46.37,B604931-1-641
7010187,604931,EVT00049,single,102,D,8,40.81,B604931-2-983
7010188,604931,EVT00077,single,106,,12,31.12,B604931-3-228
7010189,604931,EVT00027,season,105,A,15,29.27,B604931-4-999
7010190,604932,EVT00048,single,106,D,12,17.73,B604932-1-212
7010191,604932,EVT00043,youth,101,B,3,11.32,B604932-2-490
7010192,604933,EVT00029,vip,102,,28,68.76,B604933-1-445
7010193,604933,EVT00005,single,104,,18,32.78,B604933-2-281
7010194,604934,EVT00005,single,103,C,12,64.4,B604934-1-334
7010195,604934,EVT00079,single,105,,3,91.07,B604934-2-275
7010196,604935,EVT00069,single,102,C,27,132.77,B604935-1-878
7010197,604936,EVT00048,youth,,C,18,16.24,B604936-1-138
7010198,604936,EVT00060,single,101,B,30,18.22,B604936-2-812
7010199,604936,EVT00056,single,103,E,18,9.54,B604936-3-508
7010200,604936,EVT00009,single,GA,C,,11.62,B604936-4-398
7010201,604937,EVT00049,season,103,,18,19.17,B604937-1-864
7010202,604937,EVT00040,single,104,,6,3.59,B604937-2-543
7010203,604937,EVT00065,season,102,,22,21.59,B604937-3-593
7010204,604937,EVT00017,season,105,B,27,3.26,B604937-4-259
7010205,604938,EVT00059,single,,,13,114.63,B604938-1-732
7010206,604938,EVT00030,single,103,D,14,105.06,B604938-2-480
7010207,604939,EVT00025,single,GA,A,,246.98,B604939-1-503
7010208,604940,EVT00026,single,101,C,5,103.1,B604940-1-937
7010209,604940,EVT00050,single,101,A,11,133.14,B604940-2-591
7010210,604940,EVT00035,comp,101,B,28,0,B604940-3-350
7010211,604941,EVT00068,single,103,A,25,219.23,B604941-1-744
7010212,604942,EVT00005,single,,,26,127.73,B604942-1-230
7010213,604943,EVT00009,single,102,,30,21.32,B604943-1-123
7010214,604943,EVT00066,single,102,B,9,15.18,B604943-2-833
7010215,604943,EVT00059,single,105,D,22,10.46,B604943-3-211
7010216,604943,EVT00044,single,104,E,30,35.8,B604943-4-191
7010217,604944,EVT00020,single,104,E,1,101.95,B604944-1-850
7010218,604945,EVT00026,single,,D,8,98.07,B604945-1-601
7010219,604946,EVT00017,single,105,E,1,31.93,B604946-1-354
7010220,604946,EVT00030,single,GA,A,,116.67,B604946-2-989
7010221,604947,EVT00021,single,102,B,9,55.59,B604947-1-677
7010222,604947,EVT00004,single,104,B,4,64.47,B604947-2-630
7010223,604948,EVT00021,single,105,C,22,55.27,B604948-1-244
7010224,604948,EVT00038,single,,E,4,78.28,B604948-2-689
7010225,604948,EVT00001,single,,B,13,34.86,B604948-3-924
7010226,604949,EVT00068,youth,GA,,,41.65,B604949-1-610
7010227,604950,EVT00069,single,105,A,20,89.54,B604950-1-748
7010228,604950,EVT00052,youth,106,A,13,31.37,B604950-2-152
7010229,604950,EVT00034,single,GA,B,,80.07,B604950-3-900
7010230,604951,EVT00030,single,104,D,28,23.78,B604951-1-801
7010231,604951,EVT00049,youth,106,,11,42.9,B604951-2-233
7010232,604951,EVT00071,single,102,B,29,45.02,B604951-3-581
7010233,604952,EVT00044,single,104,D,17,67.93,B604952-1-260
7010234,604952,EVT00037,single,104,,15,84.92,B604952-2-935
7010235,604953,EVT00053,single,102,E,26,13.39,B604953-1-468
7010236,604953,EVT00078,single,104,A,18,49.27,B604953-2-781
7010237,604953,EVT00011,single,105,E,24,131.71,B604953-3-560
7010238,604953,EVT00031,comp,106,D,18,0,B604953-4-264
7010239,604954,EVT00038,single,105,C,6,57.94,B604954-1-403
7010240,604954,EVT00071,single,103,A,29,72.26,B604954-2-253
7010241,604955,EVT00080,single,106,B,28,48.59,B604955-1-735
7010242,604955,EVT00024,single,106,B,2,53.38,B604955-2-694
7010243,604955,EVT00002,single,GA,D,,76.44,B604955-3-579
7010244,604956,EVT00019,single,104,C,26,70.13,B604956-1-390
7010245,604956,EVT00069,single,105,A,23,135.57,B604956-2-237
7010246,604957,EVT00002,youth,106,E,16,27.09,B604957-1-654
7010247,604957,EVT00014,single,,E,24,142.2,B604957-2-100
7010248,604958,EVT00010,vip,,E,16,82.01,B604958-1-413
7010249,604958,EVT00058,single,101,E,28,80.18,B604958-2-125
7010250,604959,EVT00041,single,103,C,15,117.76,B604959-1-763
7010251,604959,EVT00028,single,106,,21,122.47,B604959-2-710
7010252,604960,EVT00046,single,104,,21,219.55,B604960-1-671
7010253,604961,EVT00024,vip,101,B,12,99.94,B604961-1-132
7010254,604961,EVT00073,single,GA,D,,36.16,B604961-2-848
7010255,604962,EVT00023,single,104,,3,219.92,B604962-1-977
7010256,604963,EVT00038,single,104,,12,54.35,B604963-1-843
7010257,604963,EVT00018,single,GA,,,17.55,B604963-2-638
7010258,604964,EVT00077,single,105,E,11,29.21,B604964-1-995
7010259,604964,EVT00027,single,102,C,15,50.06,B604964-2-427
7010260,604965,EVT00048,single,GA,C,,15.21,B604965-1-942
7010261,604965,EVT00054,single,102,B,25,68.74,B604965-2-513
7010262,604965,EVT00066,single,102,B,28,37.98,B604965-3-432
7010263,604966,EVT00011,single,104,C,18,160.31,B604966-1-110
7010264,604966,EVT00019,single,101,E,25,52.35,B604966-2-140
7010265,604967,EVT00022,single,102,,13,238.23,B604967-1-840
7010266,604968,EVT00001,single,101,E,2,103.98,B604968-1-122
7010267,604969,EVT00069,single,102,B,28,43.61,B604969-1-215
7010268,604970,EVT00007,single,105,,17,49.06,B604970-1-156
7010269,604970,EVT00024,single,106,E,12,89.21,B604970-2-284
7010270,604970,EVT00048,vip,104,C,28,57.28,B604970-3-634
7010271,604971,EVT00031,single,104,C,28,42.86,B604971-1-348
7010272,604971,EVT00079,single,GA,A,,39.87,B604971-2-334
7010273,604971,EVT00040,single,106,A,12,67.36,B604971-3-842
7010274,604971,EVT00075,youth,103,B,12,11.87,B604971-4-633
7010275,604972,EVT00070,single,GA,D,,155.8,B604972-1-648
7010276,604972,EVT00060,single,104,B,20,57.4,B604972-2-928
7010277,604973,EVT00001,youth,103,E,26,243.36,B604973-1-509
7010278,604974,EVT00043,single,103,D,21,12.34,B604974-1-180
7010279,604974,EVT00045,single,105,B,19,15.6,B604974-2-890
7010280,604975,EVT00010,single,GA,,,25.42,B604975-1-357
7010281,604975,EVT00052,youth,104,,12,29.8,B604975-2-351
7010282,604975,EVT00065,single,103,E,29,37.22,B604975-3-899
7010283,604975,EVT00006,single,105,C,10,64.53,B604975-4-327
7010284,604976,EVT00014,single,105,B,13,133.63,B604976-1-845
7010285,604976,EVT00062,single,,E,16,113.32,B604976-2-733
7010286,604977,EVT00040,season,101,E,23,90.25,B604977-1-865
7010287,604978,EVT00046,single,103,A,12,87.15,B604978-1-659
7010288,604978,EVT00034,single,,C,23,26.07,B604978-2-134
7010289,604979,EVT00076,youth,103,,5,48.64,B604979-1-204
7010290,604979,EVT00074,single,103,E,20,39.19,B604979-2-873
7010291,604979,EVT00003,youth,105,,25,28.45,B604979-3-247
7010292,604980,EVT00068,season,GA,C,,42.93,B604980-1-201
7010293,604980,EVT00036,season,GA,B,,48.15,B604980-2-454
7010294,604980,EVT00069,season,103,A,30,80.35,B604980-3-630
7010295,604981,EVT00054,single,103,A,12,19.06,B604981-1-311
7010296,604981,EVT00024,single,101,D,22,6.6,B604981-2-579
7010297,604982,EVT00032,single,104,B,19,56.89,B604982-1-495
7010298,604982,EVT00033,single,102,C,20,48.56,B604982-2-486
7010299,604983,EVT00010,single,106,A,20,207.28,B604983-1-545
7010300,604984,EVT00059,single,GA,D,,116.81,B604984-1-262
7010301,604984,EVT00034,single,103,,12,113.97,B604984-2-283
7010302,604985,EVT00066,season,101,E,14,127.04,B604985-1-331
7010303,604985,EVT00070,single,104,E,7,99.07,B604985-2-651
7010304,604985,EVT00028,season,106,A,8,23.38,B604985-3-323
7010305,604986,EVT00031,single,101,C,8,25.36,B604986-1-582
7010306,604986,EVT00032,vip,GA,A,,29.93,B604986-2-203
7010307,604986,EVT00041,season,GA,D,,41.05,B604986-3-524
7010308,604987,EVT00030,vip,105,A,20,15.97,B604987-1-659
7010309,604987,EVT00068,season,102,E,30,11.11,B604987-2-373
7010310,604987,EVT00013,season,,C,25,2.82,B604987-3-688
7010311,604987,EVT00033,season,105,C,8,4.76,B604987-4-534
7010312,604987,EVT00018,season,GA,B,,15.92,B604987-5-587
7010313,604988,EVT00039,season,104,A,9,12.06,B604988-1-792
7010314,604988,EVT00003,season,GA,B,,33.76,B604988-2-468
7010315,604988,EVT00071,season,104,D,2,31.9,B604988-3-145
7010316,604988,EVT00023,season,101,A,14,57.68,B604988-4-467
7010317,604988,EVT00068,season,106,A,18,43.05,B604988-5-316
7010318,604989,EVT00016,single,,,7,100.26,B604989-1-186
7010319,604989,EVT00061,season,103,B,15,85.12,B604989-2-582
7010320,604990,EVT00074,single,,,19,247.87,B604990-1-168
7010321,604990,EVT00011,comp,101,,25,0,B604990-2-295
7010322,604991,EVT00053,single,GA,A,,39.12,B604991-1-593
7010323,604992,EVT00052,single,105,B,7,84.4,B604992-1-583
7010324,604993,EVT00070,season,101,E,26,97.57,B604993-1-263
7010325,604993,EVT00033,single,101,B,3,103.27,B604993-2-420
7010326,604994,EVT00041,single,103,A,5,170.4,B604994-1-527
7010327,604995,EVT00062,season,106,E,14,76.91,B604995-1-637
7010328,604995,EVT00072,season,105,B,28,30.47,B604995-2-295
7010329,604996,EVT00017,single,104,B,6,18.89,B604996-1-944
7010330,604996,EVT00060,single,,A,27,26.95,B604996-2-368
7010331,604997,EVT00018,single,GA,A,,134.86,B604997-1-831
7010332,604998,EVT00043,single,103,A,16,8.4,B604998-1-480
7010333,604998,EVT00077,single,106,D,9,7.57,B604998-2-352
7010334,604998,EVT00007,single,106,D,24,10.57,B604998-3-154
7010335,604998,EVT00016,single,104,C,17,6.99,B604998-4-646
7010336,604999,EVT00024,vip,105,D,25,168.25,B604999-1-569
7010337,605000,EVT00033,single,,C,4,237.73,B605000-1-283
7010338,605001,EVT00002,single,,B,27,10.4,B605001-1-703
7010339,605001,EVT00066,single,104,B,5,19.74,B605001-2-169
7010340,605001,EVT00071,single,101,B,22,4.59,B605001-3-119
7010341,605002,EVT00064,single,106,B,25,43.37,B605002-1-449
7010342,605002,EVT00017,single,105,A,9,23.8,B605002-2-836
7010343,605002,EVT00072,single,106,,10,45.24,B605002-3-442
7010344,605003,EVT00013,single,105,C,29,66.8,B605003-1-196
7010345,605003,EVT00012,single,104,,29,73.11,B605003-2-839
7010346,605004,EVT00012,single,105,A,26,225.93,B605004-1-409
7010347,605005,EVT00071,single,101,C,2,229.05,B605005-1-735
7010348,605006,EVT00080,single,104,E,11,75.31,B605006-1-602
7010349,605006,EVT00054,single,106,A,19,20.24,B605006-2-363
7010350,605006,EVT00011,single,105,A,17,36.21,B605006-3-657
7010351,605006,EVT00067,season,105,A,16,49.25,B605006-4-289
7010352,605007,EVT00027,single,,E,22,39.73,B605007-1-241
7010353,605007,EVT00039,single,101,B,3,59.98,B605007-2-922
7010354,605008,EVT00023,single,GA,E,,184.04,B605008-1-384
7010355,605009,EVT00039,single,105,C,7,248,B605009-1-553
7010356,605010,EVT00037,single,104,A,17,88.2,B605010-1-427
7010357,605010,EVT00031,single,103,E,12,112.79,B605010-2-402
7010358,605011,EVT00054,single,102,B,10,188.4,B605011-1-501
7010359,605011,EVT00017,single,GA,E,,41.11,B605011-2-630
7010360,605012,EVT00061,vip,GA,B,,195.82,B605012-1-125
7010361,605013,EVT00048,youth,102,D,30,154.52,B605013-1-985
7010362,605013,EVT00007,vip,103,C,19,72.03,B605013-2-812
7010363,605014,EVT00006,single,104,A,4,157.78,B605014-1-489
7010364,605014,EVT00011,single,106,C,19,48.91,B605014-2-923
7010365,605015,EVT00043,single,105,B,13,84.48,B605015-1-147
7010366,605016,EVT00013,single,,B,4,65.55,B605016-1-909
7010367,605016,EVT00027,youth,GA,E,,50.68,B605016-2-156
7010368,605017,EVT00052,single,104,B,23,162.67,B605017-1-392
7010369,605018,EVT00062,single,105,A,22,181.2,B605018-1-548
7010370,605019,EVT00022,single,104,A,28,75.05,B605019-1-894
7010371,605020,EVT00029,single,GA,C,,55.34,B605020-1-401
7010372,605020,EVT00060,single,104,D,21,64.28,B605020-2-150
7010373,605020,EVT00033,single,,D,2,95.36,B605020-3-940
7010374,605021,EVT00068,youth,106,B,8,130.89,B605021-1-283
7010375,605022,EVT00018,youth,101,,19,27.14,B605022-1-278
7010376,605023,EVT00037,single,101,A,10,42.87,B605023-1-145
7010377,605023,EVT00001,single,102,B,8,42.78,B605023-2-827
7010378,605023,EVT00035,single,GA,A,,31.54,B605023-3-919
7010379,605023,EVT00039,youth,101,B,8,28.42,B605023-4-764
7010380,605024,EVT00024,single,105,D,17,85.2,B605024-1-766
7010381,605025,EVT00015,single,101,B,15,31.39,B605025-1-189
7010382,605025,EVT00024,single,101,A,8,87.61,B605025-2-904
7010383,605025,EVT00038,single,102,E,5,68.3,B605025-3-523
7010384,605026,EVT00058,single,102,E,12,46.6,B605026-1-715
7010385,605026,EVT00043,single,104,E,6,37.27,B605026-2-871
7010386,605026,EVT00014,single,102,C,11,18.79,B605026-3-276
7010387,605027,EVT00065,single,102,D,9,29.61,B605027-1-229
7010388,605027,EVT00064,comp,105,E,27,0,B605027-2-504
7010389,605027,EVT00064,single,103,A,15,40.79,B605027-3-605
7010390,605028,EVT00029,single,106,B,28,70.88,B605028-1-986
7010391,605029,EVT00034,single,102,D,27,75.1,B605029-1-877
7010392,605029,EVT00051,single,,C,21,64.34,B605029-2-894
7010393,605030,EVT00042,single,105,,30,105.91,B605030-1-777
7010394,605031,EVT00054,single,101,D,13,11.49,B605031-1-786
7010395,605031,EVT00044,single,GA,E,,10.77,B605031-2-445
7010396,605031,EVT00023,single,104,A,26,9.85,B605031-3-930
7010397,605031,EVT00034,single,105,E,13,9.03,B605031-4-217
7010398,605032,EVT00033,single,,D,30,107.8,B605032-1-387
7010399,605033,EVT00039,single,,D,11,234.07,B605033-1-470
7010400,605034,EVT00079,single,102,C,19,147.43,B605034-1-533
7010401,605035,EVT00056,single,106,E,15,48.49,B605035-1-929
7010402,605035,EVT00015,single,103,E,30,29.13,B605035-2-949
7010403,605035,EVT00067,youth,106,C,29,43.56,B605035-3-288
7010404,605036,EVT00004,youth,103,,11,87.05,B605036-1-277
7010405,605036,EVT00075,single,104,C,5,27.96,B605036-2-219
7010406,605037,EVT00062,single,101,B,24,127.6,B605037-1-179
7010407,605038,EVT00008,single,GA,E,,15.91,B605038-1-899
7010408,605039,EVT00065,single,106,A,11,86.51,B605039-1-765
7010409,605039,EVT00017,single,106,B,28,95.36,B605039-2-988
7010410,605040,EVT00037,single,,E,7,41.62,B605040-1-438
7010411,605040,EVT00035,single,101,C,15,50.68,B605040-2-393
7010412,605040,EVT00034,single,106,B,13,68.31,B605040-3-787
7010413,605041,EVT00073,single,105,E,2,111.89,B605041-1-152
7010414,605041,EVT00046,vip,104,,22,24.98,B605041-2-974
7010415,605042,EVT00018,single,104,C,12,66.58,B605042-1-241
7010416,605043,EVT00071,single,,B,4,69.12,B605043-1-534
7010417,605043,EVT00010,single,106,B,15,42.48,B605043-2-845
7010418,605043,EVT00006,single,101,C,22,104.27,B605043-3-463
7010419,605044,EVT00020,single,105,B,6,49.93,B605044-1-956
7010420,605044,EVT00012,single,GA,,,61.39,B605044-2-735
7010421,605044,EVT00008,single,101,D,8,50.58,B605044-3-339
7010422,605045,EVT00061,single,105,D,30,128.6,B605045-1-151
7010423,605046,EVT00055,single,102,E,21,96.46,B605046-1-792
7010424,605046,EVT00057,youth,104,D,3,67.63,B605046-2-936
7010425,605047,EVT00047,season,101,,13,6.57,B605047-1-563
7010426,605047,EVT00050,single,102,E,1,14.2,B605047-2-686
7010427,605047,EVT00045,single,105,B,13,24.91,B605047-3-841
7010428,605048,EVT00040,single,,,29,95.37,B605048-1-365
7010429,605048,EVT00061,single,106,,18,152.52,B605048-2-604
7010430,605049,EVT00074,single,GA,,,52.9,B605049-1-404
7010431,605049,EVT00079,single,106,C,19,98.01,B605049-2-258
7010432,605050,EVT00029,single,105,E,30,46.2,B605050-1-853
7010433,605050,EVT00011,single,101,C,22,86.55,B605050-2-342
7010434,605050,EVT00034,single,GA,,,14.46,B605050-3-715
7010435,605050,EVT00008,youth,,E,16,65.8,B605050-4-459
7010436,605051,EVT00051,single,106,C,24,39.26,B605051-1-116
7010437,605051,EVT00015,youth,103,C,19,52.74,B605051-2-407
7010438,605052,EVT00073,single,101,E,8,103.42,B605052-1-291
7010439,605053,EVT00041,single,104,A,22,115.66,B605053-1-788
7010440,605054,EVT00052,single,,B,22,40.82,B605054-1-156
7010441,605054,EVT00009,single,102,C,11,89.76,B605054-2-737
7010442,605054,EVT00012,single,GA,C,,113.33,B605054-3-517
7010443,605055,EVT00061,single,106,A,1,38.06,B605055-1-305
7010444,605055,EVT00028,single,102,B,16,38.58,B605055-2-419
7010445,605055,EVT00069,single,105,D,15,34.93,B605055-3-353
7010446,605055,EVT00051,single,106,B,16,37.42,B605055-4-338
7010447,605056,EVT00039,single,,,22,63.36,B605056-1-462
7010448,605057,EVT00060,single,104,,29,160.42,B605057-1-276
7010449,605057,EVT00073,youth,103,A,4,82.2,B605057-2-605
7010450,605058,EVT00032,single,104,A,30,64.31,B605058-1-632
7010451,605058,EVT00067,single,105,E,28,50.53,B605058-2-588
7010452,605059,EVT00073,vip,105,E,19,97.22,B605059-1-823
7010453,605060,EVT00004,comp,103,E,19,0,B605060-1-880
7010454,605060,EVT00076,single,104,B,5,216.63,B605060-2-886
7010455,605061,EVT00076,single,102,B,13,101.8,B605061-1-110
7010456,605062,EVT00039,vip,,,22,183.78,B605062-1-617
7010457,605063,EVT00070,single,102,D,10,17.15,B605063-1-628
7010458,605063,EVT00080,single,105,A,15,16.39,B605063-2-667
7010459,605063,EVT00054,single,102,C,28,11.68,B605063-3-883
7010460,605063,EVT00073,season,105,A,10,5.52,B605063-4-373
7010461,605064,EVT00011,single,101,A,26,60.11,B605064-1-658
7010462,605065,EVT00034,single,105,D,13,77.99,B605065-1-625
7010463,605065,EVT00046,single,103,B,9,51.58,B605065-2-622
7010464,605065,EVT00011,vip,102,D,7,65.01,B605065-3-446
7010465,605066,EVT00031,single,102,E,28,63.17,B605066-1-338
7010466,605066,EVT00070,single,GA,B,,29.73,B605066-2-955
7010467,605067,EVT00038,single,106,B,10,94.5,B605067-1-807
7010468,605067,EVT00042,single,,C,18,73.07,B605067-2-553
7010469,605067,EVT00002,single,,A,30,32.85,B605067-3-897
7010470,605068,EVT00069,vip,102,B,8,52.86,B605068-1-697
7010471,605068,EVT00056,single,101,,2,53.86,B605068-2-205
7010472,605069,EVT00003,single,103,C,19,37.4,B605069-1-120
7010473,605069,EVT00046,single,GA,B,,106.44,B605069-2-296
7010474,605070,EVT00020,single,105,C,20,33.28,B605070-1-832
7010475,605071,EVT00049,single,GA,A,,18.09,B605071-1-910
7010476,605071,EVT00036,youth,105,D,18,121.98,B605071-2-662
7010477,605072,EVT00053,single,106,A,15,23.75,B605072-1-823
7010478,605072,EVT00004,single,103,,29,15.43,B605072-2-211
7010479,605073,EVT00023,single,104,,29,160.64,B605073-1-740
7010480,605074,EVT00020,single,102,E,17,36.18,B605074-1-350
7010481,605074,EVT00079,youth,,E,17,73.13,B605074-2-680
7010482,605075,EVT00042,single,,B,26,24.87,B605075-1-529
7010483,605075,EVT00038,single,,A,30,100.58,B605075-2-852
7010484,605076,EVT00010,comp,102,,30,0,B605076-1-356
7010485,605076,EVT00005,vip,102,C,12,204.51,B605076-2-434
7010486,605077,EVT00047,single,103,C,22,45.08,B605077-1-137
7010487,605077,EVT00080,single,101,B,8,72.51,B605077-2-716
7010488,605078,EVT00047,season,,D,5,2.03,B605078-1-102
7010489,605078,EVT00079,season,,,9,1.79,B605078-2-990
7010490,605078,EVT00015,season,105,C,26,2.25,B605078-3-841
7010491,605078,EVT00023,youth,,D,28,7.73,B605078-4-890
7010492,605078,EVT00058,season,102,E,16,5.66,B605078-5-509
7010493,605079,EVT00015,season,GA,B,,9.03,B605079-1-924
7010494,605079,EVT00047,season,105,D,1,11.98,B605079-2-870
7010495,605080,EVT00001,single,105,E,27,56.85,B605080-1-586
7010496,605080,EVT00051,comp,102,,26,0,B605080-2-540
7010497,605081,EVT00049,season,106,B,7,93.92,B605081-1-308
7010498,605081,EVT00023,single,,D,16,23.45,B605081-2-890
7010499,605082,EVT00069,single,106,E,19,7.77,B605082-1-351
7010500,605082,EVT00016,vip,102,,14,21.47,B605082-2-556
7010501,605083,EVT00047,single,104,C,15,107.08,B605083-1-551
